COD,CODMUN7,Estado,Municipio,BCG,Hepatite_B,Hib,DPT,poliomielite,Rotavírus,Pneumonia,Meningococo ,Triplice_viral,Tetraviral,Varicela,Hepatite_A
431400,4314001,RS,Para¡,88.89,70.37,70.37,70.37,65.74,75.93,79.63,77.78,113.89,119.44,119.44,94.44
431402,4314027,RS,Para¡so do Sul,48.75,93.75,93.75,93.75,72.50,96.25,91.25,91.25,98.55,102.90,101.45,94.20
431403,4314035,RS,Pareci Novo,,128.57,128.57,128.57,128.57,104.76,111.90,130.95,100.00,108.33,108.33,93.75
431405,4314050,RS,Parob‚,69.16,77.82,77.82,77.82,71.39,71.00,87.40,81.23,75.75,73.27,72.49,60.89
431406,4314068,RS,Passa Sete,142.86,135.71,135.71,135.71,135.71,164.29,164.29,135.71,142.86,137.14,137.14,91.43
431407,4314076,RS,Passo do Sobrado,93.10,96.55,96.55,96.55,100.00,96.55,101.72,98.28,105.66,94.34,94.34,66.04
431410,4314100,RS,Passo Fundo,107.20,96.21,96.28,96.28,154.62,96.35,104.10,96.91,93.90,90.62,92.35,72.56
431413,4314134,RS,Paulo Bento,88.89,88.89,88.89,88.89,88.89,94.44,94.44,100.00,131.25,100.00,100.00,68.75
431415,4314159,RS,Paverama,102.82,122.54,122.54,122.54,122.54,116.90,121.13,123.94,86.02,61.29,53.76,70.97
431417,4314175,RS,Pedras Altas,42.86,75.00,75.00,75.00,85.71,71.43,78.57,85.71,87.50,62.50,62.50,50.00
431420,4314209,RS,Pedro Os¢rio,15.79,64.21,64.21,64.21,48.42,76.84,86.32,75.79,78.65,59.55,60.67,44.94
431430,4314308,RS,Peju‡ara,117.24,134.48,134.48,134.48,131.03,158.62,158.62,134.48,133.33,83.33,83.33,75.00
431440,4314407,RS,Pelotas,50.76,44.89,44.82,44.82,42.01,48.77,56.16,50.01,49.03,39.53,38.11,35.57
431442,4314423,RS,Picada Caf‚,100.00,102.08,102.08,102.08,91.67,93.75,95.83,104.17,120.83,112.50,110.42,100.00
431445,4314456,RS,Pinhal,109.09,245.45,245.45,245.45,245.45,200.00,181.82,236.36,108.57,114.29,114.29,94.29
431446,4314464,RS,Pinhal da Serra,111.11,122.22,122.22,122.22,127.78,116.67,122.22,122.22,108.70,117.39,117.39,104.35
431447,4314472,RS,Pinhal Grande,85.11,76.60,76.60,76.60,76.60,70.21,68.09,76.60,97.62,97.62,97.62,100.00
431449,4314498,RS,Pinheirinho do Vale,100.00,96.15,96.15,96.15,96.15,101.92,103.85,98.08,133.33,102.38,102.38,102.38
431450,4314506,RS,Pinheiro Machado,15.04,57.52,57.52,57.52,43.36,59.29,58.41,61.95,50.98,52.94,52.94,43.14
431454, ,RS,Pinto Bandeira,92.00,84.00,84.00,84.00,84.00,80.00,80.00,76.00,89.47,84.21,78.95,47.37
431455,4314555,RS,Pirap¢,105.88,52.94,52.94,52.94,52.94,100.00,100.00,100.00,82.35,70.59,70.59,76.47
431460,4314605,RS,Piratini,75.69,93.92,93.92,93.92,94.48,84.53,86.19,88.40,108.62,102.87,105.17,77.59
431470,4314704,RS,Planalto,104.10,100.82,100.82,100.82,99.18,101.64,101.64,94.26,98.40,96.00,101.60,77.60
431475,4314753,RS,Po‡o das Antas,100.00,122.73,122.73,122.73,122.73,136.36,154.55,131.82,121.05,105.26,105.26,115.79
431477,4314779,RS,PontÆo,55.81,55.81,55.81,55.81,53.49,46.51,81.40,69.77,43.75,47.92,43.75,81.25
431478,4314787,RS,Ponte Preta,100.00,64.29,64.29,64.29,64.29,64.29,78.57,71.43,100.00,133.33,133.33,140.00
431480,4314803,RS,PortÆo,64.25,100.50,100.50,100.50,97.75,103.75,109.00,111.50,103.66,99.31,97.48,92.45
431490,4314902,RS,Porto Alegre,93.47,73.93,74.45,74.39,92.64,71.00,80.47,77.06,71.36,71.95,73.49,59.80
431500,4315008,RS,Porto Lucena,127.59,106.90,106.90,106.90,110.34,113.79,110.34,100.00,119.44,119.44,119.44,105.56
431505,4315057,RS,Porto Mau ,119.05,109.52,109.52,109.52,100.00,100.00,104.76,85.71,105.00,105.00,85.00,65.00
431507,4315073,RS,Porto Vera Cruz,,133.33,133.33,133.33,133.33,108.33,108.33,125.00,92.86,100.00,100.00,85.71
431510,4315107,RS,Porto Xavier,103.48,107.83,107.83,107.83,108.70,117.39,120.87,115.65,103.55,96.45,96.45,80.14
431513,4315131,RS,Pouso Novo,93.33,106.67,106.67,106.67,106.67,100.00,106.67,160.00,85.71,71.43,71.43,52.38
431514,4315149,RS,Presidente Lucena,75.00,108.33,108.33,108.33,105.56,119.44,122.22,108.33,129.17,104.17,104.17,70.83
431515,4315156,RS,Progresso,93.75,95.83,95.83,95.83,89.58,106.25,108.33,110.42,90.38,96.15,94.23,88.46
431517,4315172,RS,Prot sio Alves,111.11,161.11,161.11,161.11,138.89,122.22,105.56,116.67,115.38,100.00,100.00,88.46
431520,4315206,RS,Putinga,96.88,131.25,131.25,131.25,93.75,106.25,109.38,125.00,125.00,89.29,89.29,75.00
431530,4315305,RS,Quara¡,78.36,2.24,2.24,2.24,70.52,90.30,91.04,92.54,86.31,63.88,65.02,82.13
431531,4315313,RS,Quatro IrmÆos,90.00,170.00,170.00,170.00,180.00,150.00,140.00,220.00,120.00,115.00,115.00,95.00
431532,4315321,RS,Quevedos,85.71,157.14,157.14,157.14,164.29,164.29,178.57,171.43,103.85,100.00,100.00,107.69
431535,4315354,RS,Quinze de Novembro,106.52,100.00,100.00,100.00,100.00,100.00,100.00,97.83,117.50,102.50,102.50,85.00
431540,4315404,RS,Redentora,96.79,101.92,101.92,101.92,98.72,106.41,119.87,112.18,76.85,77.34,73.89,70.44
431545,4315453,RS,Relvado,88.89,88.89,88.89,88.89,88.89,77.78,77.78,88.89,92.31,84.62,84.62,92.31
431550,4315503,RS,Restinga Seca,22.61,40.20,40.20,40.20,38.69,52.76,55.28,50.75,63.19,62.50,62.50,27.08
431555,4315552,RS,Rio dos Öndios,109.09,90.91,90.91,90.91,90.91,100.00,103.03,100.00,86.96,95.65,100.00,60.87
431560,4315602,RS,Rio Grande,124.82,84.73,84.69,84.69,77.18,91.15,95.89,91.01,90.35,76.38,74.55,65.59
431570,4315701,RS,Rio Pardo,91.80,69.18,69.18,69.18,64.75,76.05,76.05,67.41,58.27,48.20,45.56,44.12
431575,4315750,RS,Riozinho,135.90,153.85,153.85,153.85,117.95,138.46,138.46,130.77,121.74,150.00,150.00,113.04
431580,4315800,RS,Roca Sales,104.72,93.70,93.70,93.70,92.91,97.64,96.85,95.28,129.35,110.87,100.00,95.65
431590,4315909,RS,Rodeio Bonito,106.58,96.05,96.05,96.05,92.11,103.95,109.21,107.89,102.63,97.37,103.95,93.42
431595,4315958,RS,Rolador,111.76,94.12,94.12,94.12,94.12,105.88,100.00,117.65,111.11,133.33,127.78,94.44
431600,4316006,RS,Rolante,97.54,98.77,98.77,98.77,92.21,99.18,100.41,99.18,96.73,105.71,99.18,75.51
431610,4316105,RS,Ronda Alta,113.40,107.22,107.22,107.22,106.19,119.59,124.74,113.40,100.00,99.11,94.64,88.39
431620,4316204,RS,Rondinha,104.55,122.73,122.73,122.73,115.91,129.55,125.00,109.09,101.82,100.00,101.82,83.64
431630,4316303,RS,Roque Gonzales,105.80,95.65,95.65,95.65,95.65,100.00,101.45,95.65,122.81,126.32,126.32,96.49
431640,4316402,RS,Ros rio do Sul,112.47,90.65,90.87,90.65,82.41,92.20,95.99,98.44,95.52,86.10,85.87,71.52
431642,4316428,RS,Sagrada Fam¡lia,100.00,147.83,147.83,147.83,169.57,139.13,160.87,165.22,108.33,75.00,75.00,61.11
431643,4316436,RS,Saldanha Marinho,93.94,87.88,87.88,87.88,90.91,130.30,130.30,112.12,111.11,133.33,133.33,88.89
431645,4316451,RS,Salto do Jacu¡,100.65,85.06,85.06,85.06,85.06,87.01,87.66,80.52,96.61,99.15,99.15,80.51
431647,4316477,RS,Salvador das Missäes,79.31,96.55,96.55,96.55,96.55,100.00,100.00,103.45,129.63,111.11,111.11,96.30
431650,4316501,RS,Salvador do Sul,105.62,102.25,102.25,102.25,93.26,111.24,114.61,121.35,86.21,82.76,83.91,67.82
431660,4316600,RS,Sananduva,97.11,97.11,97.11,97.11,85.55,94.22,91.91,99.42,86.06,90.91,90.91,92.73
431670,4316709,RS,Santa B rbara do Sul,111.11,125.56,126.67,125.56,123.33,108.89,108.89,118.89,97.46,98.31,98.31,76.27
431673,4316733,RS,Santa Cec¡lia do Sul,90.91,163.64,163.64,163.64,154.55,154.55,127.27,154.55,105.26,110.53,110.53,84.21
431675,4316758,RS,Santa Clara do Sul,104.62,124.62,127.69,124.62,126.15,121.54,121.54,118.46,110.71,101.19,101.19,101.19
431680,4316808,RS,Santa Cruz do Sul,75.56,85.50,85.50,85.50,83.49,86.65,88.67,89.46,90.85,87.16,86.69,67.74
431690,4316907,RS,Santa Maria,128.91,93.26,93.38,93.26,88.74,94.43,101.25,95.59,97.39,89.95,89.70,75.47
431695,4316956,RS,Santa Maria do Herval,124.00,108.00,108.00,108.00,142.00,74.00,126.00,130.00,88.46,128.85,128.85,117.31
431697,4316972,RS,Santa Margarida do Sul,4.35,69.57,69.57,69.57,65.22,100.00,95.65,82.61,75.86,82.76,82.76,58.62
431700,4317004,RS,Santana da Boa Vista,132.08,71.70,71.70,71.70,66.04,107.55,107.55,94.34,74.07,85.19,83.33,87.04
431710,4317103,RS,Sant'Ana do Livramento,78.39,59.55,59.55,59.55,54.58,58.79,65.18,61.06,66.39,57.18,56.00,48.56
431720,4317202,RS,Santa Rosa,100.00,98.70,99.30,99.10,98.80,100.70,102.20,100.60,101.00,98.69,98.90,79.72
431725,4317251,RS,Santa Tereza,116.67,133.33,133.33,133.33,133.33,116.67,116.67,133.33,212.50,187.50,187.50,100.00
431730,4317301,RS,Santa Vit¢ria do Palmar,90.30,65.17,65.17,65.17,58.21,71.64,76.37,73.13,65.99,61.45,59.64,53.51
431740,4317400,RS,Santiago,99.20,88.20,88.20,88.20,81.50,88.68,92.34,95.06,101.99,103.43,102.53,84.84
431750,4317509,RS,Santo ¶ngelo,104.17,84.95,85.05,84.95,83.01,93.11,97.48,91.55,97.20,90.66,90.66,76.45
431755,4317558,RS,Santo Ant“nio do Palma,112.50,81.25,81.25,81.25,75.00,118.75,106.25,112.50,100.00,100.00,100.00,93.75
431760,4317608,RS,Santo Ant“nio da Patrulha,69.43,94.06,94.06,94.06,73.89,94.69,102.12,99.58,104.84,97.38,96.17,69.15
431770,4317707,RS,Santo Ant“nio das Missäes,54.08,48.98,48.98,48.98,48.98,58.16,60.20,47.96,65.98,49.48,49.48,37.11
431775,4317756,RS,Santo Ant“nio do Planalto,121.43,128.57,128.57,128.57,142.86,135.71,114.29,164.29,79.41,73.53,73.53,85.29
431780,4317806,RS,Santo Augusto,101.02,93.37,93.37,93.37,88.78,100.51,102.55,90.31,71.43,75.12,75.58,58.53
431790,4317905,RS,Santo Cristo,110.16,108.59,108.59,108.59,107.03,105.47,113.28,110.16,100.00,120.42,120.42,87.32
431795,4317954,RS,Santo Expedito do Sul,25.00,25.00,25.00,25.00,4.17,8.33,20.83,16.67,14.29,4.76,4.76,19.05
431800,4318002,RS,SÆo Borja,120.57,106.57,106.57,106.57,103.35,103.97,105.95,99.75,98.62,79.55,79.05,67.50
431805,4318051,RS,SÆo Domingos do Sul,95.45,145.45,145.45,145.45,145.45,127.27,131.82,136.36,122.73,81.82,81.82,77.27
431810,4318101,RS,SÆo Francisco de Assis,78.74,111.49,111.49,111.49,95.40,106.32,113.22,114.94,94.87,93.33,91.79,87.69
431820,4318200,RS,SÆo Francisco de Paula,100.00,84.35,85.03,85.03,75.17,86.39,102.72,95.24,92.22,79.26,81.85,110.37
431830,4318309,RS,SÆo Gabriel,71.51,83.41,83.41,83.41,77.40,83.77,89.66,85.46,82.73,75.65,75.53,64.22
431840,4318408,RS,SÆo Jer“nimo,100.00,100.38,100.38,100.38,100.76,103.41,112.50,108.71,79.80,78.79,78.79,62.96
431842,4318424,RS,SÆo JoÆo da Urtiga,107.32,126.83,126.83,126.83,126.83,119.51,129.27,126.83,118.18,118.18,118.18,87.88
431843,4318432,RS,SÆo JoÆo do Polˆsine,65.22,143.48,143.48,143.48,126.09,126.09,130.43,108.70,110.53,194.74,194.74,136.84
431844,4318440,RS,SÆo Jorge,88.89,155.56,155.56,155.56,155.56,150.00,161.11,161.11,104.00,104.00,104.00,76.00
431845,4318457,RS,SÆo Jos‚ das Missäes,104.55,127.27,127.27,127.27,127.27,113.64,136.36,131.82,112.00,124.00,124.00,100.00
431846,4318465,RS,SÆo Jos‚ do Herval,100.00,100.00,105.88,100.00,100.00,129.41,135.29,100.00,140.91,118.18,118.18,140.91
431848,4318481,RS,SÆo Jos‚ do Hortˆncio,77.14,94.29,94.29,94.29,88.57,82.86,85.71,91.43,76.74,102.33,102.33,76.74
431849,4318499,RS,SÆo Jos‚ do Inhacor ,,136.84,136.84,136.84,136.84,110.53,110.53,94.74,118.18,118.18,113.64,104.55
431850,4318507,RS,SÆo Jos‚ do Norte,2.24,122.44,122.44,122.44,137.18,118.59,121.15,123.40,125.83,109.27,109.27,97.68
431860,4318606,RS,SÆo Jos‚ do Ouro,89.66,122.41,122.41,122.41,112.07,113.79,113.79,113.79,98.80,89.16,73.49,62.65
431861,4318614,RS,SÆo Jos‚ do Sul,103.23,90.32,90.32,90.32,90.32,96.77,96.77,103.23,140.91,136.36,136.36,113.64
431862,4318622,RS,SÆo Jos‚ dos Ausentes,109.26,111.11,111.11,111.11,111.11,107.41,111.11,112.96,98.28,94.83,94.83,87.93
431870,4318705,RS,SÆo Leopoldo,85.57,102.61,102.68,102.61,101.32,100.56,107.91,107.39,99.80,93.54,93.08,78.16
431880,4318804,RS,SÆo Louren‡o do Sul,102.90,59.47,59.24,59.24,69.04,68.37,70.16,67.04,75.76,71.76,69.41,70.82
431890,4318903,RS,SÆo Luiz Gonzaga,109.11,94.82,95.03,94.82,97.31,94.00,98.55,96.89,100.41,93.67,92.24,79.80
431900,4319000,RS,SÆo Marcos,108.81,102.20,102.20,102.20,97.80,96.04,100.00,100.00,95.29,92.94,91.37,73.33
431910,4319109,RS,SÆo Martinho,108.96,100.00,100.00,100.00,92.54,94.03,97.01,92.54,104.92,103.28,101.64,83.61
431912,4319125,RS,SÆo Martinho da Serra,25.00,119.44,119.44,119.44,119.44,105.56,116.67,97.22,117.24,124.14,120.69,106.90
431915,4319158,RS,SÆo Miguel das Missäes,95.83,108.33,108.33,108.33,100.00,108.33,112.50,120.83,103.77,101.89,99.06,81.13
431920,4319208,RS,SÆo Nicolau,98.25,115.79,115.79,115.79,115.79,124.56,124.56,121.05,150.00,146.43,146.43,117.86
431930,4319307,RS,SÆo Paulo das Missäes,112.24,100.00,100.00,100.00,97.96,95.92,91.84,93.88,100.00,113.16,107.89,76.32
431935,4319356,RS,SÆo Pedro da Serra,126.19,121.43,121.43,121.43,123.81,116.67,116.67,133.33,148.57,128.57,128.57,91.43
431936,4319364,RS,SÆo Pedro das Missäes,107.14,132.14,132.14,132.14,132.14,121.43,125.00,135.71,100.00,68.18,68.18,59.09
431937,4319372,RS,SÆo Pedro do Buti ,110.00,125.00,125.00,125.00,120.00,145.00,140.00,125.00,95.83,112.50,112.50,79.17
431940,4319406,RS,SÆo Pedro do Sul,39.51,98.15,98.77,98.15,100.62,112.35,110.49,112.96,102.48,95.65,96.27,80.12
431950,4319505,RS,SÆo SebastiÆo do Ca¡,92.96,77.42,77.42,77.42,68.62,78.30,93.26,85.04,94.00,95.43,93.14,68.29
431960,4319604,RS,SÆo Sep‚,79.82,99.08,99.54,99.54,94.50,95.87,95.87,104.13,92.66,91.12,92.66,103.47
431970,4319703,RS,SÆo Valentim,90.00,97.50,97.50,97.50,90.00,90.00,92.50,90.00,97.62,73.81,73.81,50.00
431971,4319711,RS,SÆo Valentim do Sul,100.00,116.67,116.67,116.67,122.22,127.78,133.33,133.33,122.73,113.64,109.09,77.27
431973,4319737,RS,SÆo Val‚rio do Sul,47.22,52.78,52.78,52.78,44.44,50.00,52.78,58.33,41.94,25.81,25.81,19.35
431975,4319752,RS,SÆo Vendelino,90.00,125.00,125.00,125.00,105.00,120.00,125.00,130.00,104.35,117.39,113.04,86.96
431980,4319802,RS,SÆo Vicente do Sul,68.69,72.73,72.73,72.73,57.58,59.60,77.78,75.76,66.67,61.62,62.63,57.58
431990,4319901,RS,Sapiranga,100.52,78.66,78.66,78.66,73.87,76.57,86.41,84.67,69.94,65.20,63.11,58.12
432000,4320008,RS,Sapucaia do Sul,81.99,80.99,80.99,80.99,85.13,82.41,84.92,79.69,76.01,76.25,73.80,61.83
432010,4320107,RS,Sarandi,88.97,93.38,93.38,93.38,94.12,100.37,101.84,98.90,96.46,89.39,89.07,63.99
432020,4320206,RS,Seberi,98.67,86.67,86.67,86.67,86.00,90.00,89.33,93.33,87.50,95.39,92.76,66.45
432023,4320230,RS,Sede Nova,85.19,111.11,111.11,111.11,111.11,125.93,125.93,122.22,109.68,148.39,148.39,77.42
432026,4320263,RS,Segredo,113.10,84.52,85.71,84.52,77.38,97.62,98.81,84.52,101.27,94.94,94.94,100.00
432030,4320305,RS,Selbach,105.26,124.56,124.56,124.56,124.56,112.28,121.05,133.33,121.57,115.69,115.69,90.20
432032,4320321,RS,Senador Salgado Filho,107.41,122.22,122.22,122.22,118.52,100.00,111.11,111.11,137.04,118.52,111.11,81.48
432035,4320354,RS,Sentinela do Sul,82.35,86.27,86.27,86.27,80.39,76.47,84.31,86.27,92.16,94.12,96.08,66.67
432040,4320404,RS,Serafina Corrˆa,101.88,95.31,95.31,95.31,94.37,83.10,90.14,94.37,102.93,114.15,114.15,88.29
432045,4320453,RS,S‚rio,110.53,52.63,52.63,52.63,47.37,63.16,57.89,68.42,120.00,126.67,126.67,120.00
432050,4320503,RS,SertÆo,100.00,125.93,125.93,125.93,124.07,153.70,161.11,144.44,112.00,88.00,80.00,74.00
432055,4320552,RS,SertÆo Santana,7.84,111.76,111.76,111.76,111.76,86.27,117.65,115.69,105.36,101.79,101.79,85.71
432057,4320578,RS,Sete de Setembro,100.00,116.67,116.67,116.67,116.67,150.00,144.44,127.78,100.00,100.00,100.00,71.43
432060,4320602,RS,Severiano de Almeida,105.26,128.95,128.95,128.95,123.68,105.26,113.16,115.79,114.71,108.82,108.82,135.29
432065,4320651,RS,Silveira Martins,,66.67,66.67,66.67,66.67,81.48,85.19,59.26,52.38,90.48,90.48,52.38
432067,4320677,RS,Sinimbu,101.14,75.00,75.00,75.00,72.73,77.27,79.55,88.64,79.01,101.23,101.23,75.31
432070,4320701,RS,Sobradinho,95.32,104.09,104.09,104.09,97.08,99.42,98.83,103.51,99.02,92.20,91.71,81.46
432080,4320800,RS,Soledade,94.37,94.37,94.37,94.37,90.28,98.72,101.53,100.26,107.95,103.01,98.08,76.16
432085,4320859,RS,Taba¡,108.93,100.00,100.00,100.00,94.64,107.14,114.29,112.50,72.73,89.09,87.27,74.55
432090,4320909,RS,Tapejara,84.11,101.87,101.87,101.87,101.56,100.00,101.56,104.36,93.50,88.70,87.01,74.01
432100,4321006,RS,Tapera,95.68,74.10,74.10,74.10,65.47,63.31,69.06,69.06,73.60,73.60,68.00,56.00
432110,4321105,RS,Tapes,86.26,103.30,103.30,103.30,102.75,93.41,95.60,96.15,100.56,106.11,104.44,81.67
432120,4321204,RS,Taquara,26.24,26.09,26.09,26.09,22.16,27.26,26.97,26.82,24.73,20.21,18.75,10.37
432130,4321303,RS,Taquari,111.80,93.48,93.48,93.48,90.68,95.34,108.07,101.24,105.47,92.40,92.10,90.58
432132,4321329,RS,Taquaru‡u do Sul,108.82,97.06,97.06,97.06,94.12,88.24,88.24,91.18,134.78,134.78,134.78,113.04
432135,4321352,RS,Tavares,,148.65,148.65,148.65,140.54,113.51,156.76,162.16,126.53,110.20,110.20,79.59
432140,4321402,RS,Tenente Portela,106.25,118.23,118.23,118.23,111.46,104.17,114.06,113.02,83.94,77.11,77.51,70.28
432143,4321436,RS,Terra de Areia,64.04,118.42,118.42,118.42,119.30,101.75,117.54,112.28,94.35,91.94,86.29,79.03
432145,4321451,RS,Teut“nia,98.11,105.95,105.95,105.95,101.62,105.41,109.46,106.76,100.96,105.02,105.26,123.92
432146,4321469,RS,Tio Hugo,115.38,97.44,97.44,97.44,100.00,112.82,105.13,112.82,118.52,114.81,114.81,92.59
432147,4321477,RS,Tiradentes do Sul,100.00,122.92,122.92,122.92,118.75,118.75,131.25,122.92,107.02,121.05,121.05,94.74
432149,4321493,RS,Toropi,50.00,122.22,122.22,122.22,122.22,105.56,111.11,122.22,133.33,133.33,133.33,116.67
432150,4321501,RS,Torres,153.90,87.80,87.80,87.80,90.34,89.83,88.98,94.24,89.30,75.79,74.91,64.04
432160,4321600,RS,Tramanda¡,111.32,68.76,68.63,68.63,65.81,71.59,73.06,74.91,75.61,70.34,70.34,63.48
432162,4321626,RS,Travesseiro,110.53,84.21,84.21,84.21,89.47,100.00,100.00,94.74,137.50,100.00,100.00,87.50
432163,4321634,RS,Trˆs Arroios,107.14,71.43,71.43,71.43,71.43,92.86,92.86,78.57,160.00,170.00,170.00,130.00
432166,4321667,RS,Trˆs Cachoeiras,40.16,108.66,108.66,108.66,102.36,115.75,111.02,106.30,87.31,97.01,97.01,86.57
432170,4321709,RS,Trˆs Coroas,97.76,107.35,107.35,107.35,108.63,97.76,102.88,104.47,98.46,104.94,104.63,87.96
432180,4321808,RS,Trˆs de Maio,107.77,70.27,70.27,70.27,72.64,76.35,80.41,75.68,64.91,69.06,66.42,59.25
432183,4321832,RS,Trˆs Forquilhas,109.68,132.26,135.48,132.26,138.71,154.84,141.94,141.94,148.57,134.29,134.29,137.14
432185,4321857,RS,Trˆs Palmeiras,103.85,111.54,111.54,111.54,113.46,119.23,121.15,130.77,111.86,106.78,111.86,115.25
432190,4321907,RS,Trˆs Passos,81.97,97.70,97.70,97.70,93.11,91.48,97.70,105.25,98.71,85.21,84.57,67.52
432195,4321956,RS,Trindade do Sul,94.62,97.85,97.85,97.85,94.62,93.55,91.40,101.08,109.64,109.64,108.43,78.31
432200,4322004,RS,Triunfo,90.29,114.57,114.86,114.57,113.14,102.57,121.14,112.00,112.11,110.42,109.86,97.46
432210,4322103,RS,Tucunduva,100.00,132.56,132.56,132.56,132.56,120.93,132.56,132.56,121.57,98.04,98.04,78.43
432215,4322152,RS,Tunas,117.50,155.00,155.00,155.00,152.50,130.00,147.50,132.50,125.49,131.37,131.37,111.76
432218,4322186,RS,Tupanci do Sul,88.89,111.11,111.11,111.11,100.00,44.44,66.67,100.00,142.86,185.71,185.71,142.86
432220,4322202,RS,TupanciretÆ,96.99,92.48,92.48,92.48,93.61,90.23,98.12,93.23,106.08,96.96,96.96,80.07
432225,4322251,RS,Tupandi,113.85,98.46,98.46,98.46,103.08,103.08,106.15,115.38,90.20,113.73,107.84,68.63
432230,4322301,RS,Tuparendi,105.95,95.24,95.24,95.24,85.71,95.24,96.43,100.00,113.64,145.45,133.33,104.55
432232,4322327,RS,Turu‡u,19.44,97.22,97.22,97.22,100.00,100.00,97.22,97.22,83.33,112.50,104.17,85.42
432234,4322343,RS,Ubiretama,178.57,135.71,135.71,135.71,135.71,164.29,185.71,150.00,85.00,95.00,95.00,80.00
432235,4322350,RS,UniÆo da Serra,90.00,70.00,70.00,70.00,70.00,90.00,90.00,80.00,125.00,175.00,175.00,125.00
432237,4322376,RS,Unistalda,95.24,176.19,176.19,176.19,176.19,166.67,157.14,161.90,128.00,108.00,108.00,124.00
432240,4322400,RS,Uruguaiana,136.07,114.16,114.16,114.16,105.96,124.83,128.43,116.24,100.10,85.71,85.50,76.85
432250,4322509,RS,Vacaria,104.72,99.37,99.37,99.37,96.96,101.78,107.45,103.67,94.54,83.91,83.73,79.40
432252,4322525,RS,Vale Verde,105.41,97.30,97.30,97.30,100.00,91.89,100.00,102.70,94.12,114.71,105.88,91.18
432253,4322533,RS,Vale do Sol,103.75,111.25,110.00,110.00,117.50,108.75,103.75,102.50,99.06,83.02,82.08,74.53
432254,4322541,RS,Vale Real,91.94,93.55,93.55,93.55,96.77,116.13,117.74,98.39,104.41,86.76,86.76,73.53
432255,4322558,RS,Vanini,118.18,113.64,113.64,113.64,122.73,109.09,122.73,122.73,122.22,116.67,116.67,127.78
432260,4322608,RS,Venƒncio Aires,52.40,84.85,84.85,84.85,78.54,79.55,84.34,76.01,83.75,89.95,88.34,67.62
432270,4322707,RS,Vera Cruz,89.62,101.38,101.38,101.38,99.31,95.16,95.16,94.81,96.80,98.58,98.22,80.07
432280,4322806,RS,Veran¢polis,101.22,101.63,101.63,101.63,100.82,102.86,106.12,107.35,96.47,102.35,96.47,75.69
432285,4322855,RS,Vespasiano Correa,113.33,93.33,93.33,93.33,93.33,106.67,113.33,93.33,109.09,81.82,81.82,54.55
432290,4322905,RS,Viadutos,114.63,90.24,90.24,90.24,80.49,90.24,95.12,95.12,100.00,100.00,100.00,91.67
432300,4323002,RS,ViamÆo,105.92,108.83,109.04,109.04,101.07,110.88,131.73,115.85,88.85,71.12,71.29,61.70
432310,4323101,RS,Vicente Dutra,103.03,96.97,96.97,96.97,90.91,106.06,112.12,100.00,120.31,79.69,79.69,82.81
432320,4323200,RS,Victor Graeff,140.00,105.00,105.00,105.00,105.00,80.00,100.00,105.00,124.00,144.00,144.00,72.00
432330,4323309,RS,Vila Flores,97.22,113.89,113.89,113.89,113.89,113.89,127.78,122.22,122.86,120.00,120.00,65.71
432335,4323358,RS,Vila Lƒngaro,105.56,111.11,111.11,111.11,94.44,105.56,116.67,127.78,122.73,118.18,118.18,72.73
432340,4323408,RS,Vila Maria,117.65,129.41,129.41,129.41,123.53,102.94,102.94,132.35,92.68,100.00,100.00,75.61
432345,4323457,RS,Vila Nova do Sul,75.00,220.00,220.00,220.00,215.00,225.00,240.00,255.00,196.30,144.44,144.44,111.11
432350,4323507,RS,Vista Alegre,113.04,86.96,86.96,86.96,82.61,73.91,82.61,86.96,38.46,88.46,76.92,61.54
432360,4323606,RS,Vista Alegre do Prata,120.00,160.00,160.00,160.00,160.00,140.00,140.00,160.00,100.00,120.00,120.00,40.00
432370,4323705,RS,Vista Ga£cha,94.74,147.37,147.37,147.37,136.84,126.32,126.32,142.11,116.13,93.55,93.55,80.65
432375,4323754,RS,Vit¢ria das Missäes,104.35,130.43,130.43,130.43,121.74,100.00,104.35,130.43,89.74,61.54,61.54,89.74
432377,4323770,RS,Westfalia,95.35,93.02,93.02,93.02,97.67,111.63,109.30,102.33,103.03,93.94,90.91,100.00
432380,4323804,RS,Xangri0l ,73.53,88.24,88.24,88.24,91.18,90.34,97.90,101.26,88.73,91.55,90.61,71.83
500020,5000203,MTS,µgua Clara,69.53,76.95,76.95,76.95,60.94,83.59,89.06,87.11,0.80,45.60,65.60,74.80
500025,5000252,MTS,Alcin¢polis,145.45,177.27,177.27,177.27,234.09,172.73,181.82,152.27,5.26,163.16,163.16,168.42
500060,5000609,MTS,Amambai,64.61,42.32,42.32,42.32,32.53,55.87,60.54,50.30,,42.56,46.04,63.61
500070,5000708,MTS,Anast cio,43.13,140.70,141.24,141.24,112.94,154.18,162.26,160.92,8.24,127.47,129.12,103.85
500080,5000807,MTS,Anaurilƒndia,87.50,113.75,112.50,112.50,132.50,101.25,100.00,117.50,8.47,77.12,77.12,65.25
500085,5000856,MTS,Ang‚lica,112.70,128.04,128.04,128.04,222.75,116.93,128.04,120.11,9.47,139.05,139.05,31.36
500090,5000906,MTS,Ant“nio JoÆo,85.63,103.13,103.13,103.13,94.38,96.88,101.88,93.75,1.42,112.77,112.77,114.18
